线段编号,无人机编号,关联任务,线段类型,起点X_m,起点Y_m,终点X_m,终点Y_m,线段长度_m,速度_m_s,单位路径药量_L_m,开始时间_min,结束时间_min,起始续航_min,结束续航_min,起始药量_L,结束药量_L
UAV-3-L135,UAV-3,D24,覆盖喷洒段,193.76,886.33,169.39,874.97,26.88,3.0,0.004154,34.3899,34.5392,12.708,12.5586,21.1346,21.0229
UAV-3-L136,UAV-3,D24,覆盖连接段,169.39,874.97,80.28,838.84,96.16,3.0,0.004154,34.5392,35.0734,12.5586,12.0244,21.0229,20.6235
UAV-3-L137,UAV-3,D24,覆盖喷洒段,80.28,838.84,81.52,839.42,1.37,3.0,0.004154,35.0734,35.081,12.0244,12.0168,20.6235,20.6178
UAV-3-L138,UAV-3,D24,覆盖连接段,81.52,839.42,142.9,868.04,67.72,3.0,0.004154,35.081,35.4572,12.0168,11.6406,20.6178,20.3365
UAV-3-L139,UAV-3,D24,覆盖喷洒段,142.9,868.04,96.79,846.54,50.87,3.0,0.004154,35.4572,35.7398,11.6406,11.358,20.3365,20.1252
UAV-3-L140,UAV-3,D24,覆盖连接段,96.79,846.54,169.56,880.47,80.29,3.0,0.004154,35.7398,36.1859,11.358,10.912,20.1252,19.7917
UAV-3-L141,UAV-3,D24,覆盖喷洒段,169.56,880.47,191.97,890.92,24.72,3.0,0.004154,36.1859,36.3232,10.912,10.7746,19.7917,19.689
UAV-3-L142,UAV-3,D24,覆盖连接段,191.97,890.92,143.06,873.55,51.9,3.0,0.004154,36.3232,36.6116,10.7746,10.4863,19.689,19.4734
UAV-3-L143,UAV-3,D24,覆盖喷洒段,143.06,873.55,88.7,848.2,59.98,3.0,0.004154,36.6116,36.9448,10.4863,10.153,19.4734,19.2242
UAV-3-L144,UAV-3,D24,覆盖连接段,88.7,848.2,169.72,885.98,89.4,3.0,0.004154,36.9448,37.4415,10.153,9.6564,19.2242,18.8528
UAV-3-L145,UAV-3,D24,覆盖喷洒段,169.72,885.98,189.83,895.36,22.19,3.0,0.004154,37.4415,37.5647,9.6564,9.5331,18.8528,18.7607
UAV-3-L146,UAV-3,D24,覆盖连接段,189.83,895.36,143.23,879.05,49.38,3.0,0.004154,37.5647,37.839,9.5331,9.2588,18.7607,18.5556
UAV-3-L147,UAV-3,D24,覆盖喷洒段,143.23,879.05,80.6,849.85,69.1,3.0,0.004154,37.839,38.2229,9.2588,8.8749,18.5556,18.2685
UAV-3-L148,UAV-3,D24,覆盖连接段,80.6,849.85,169.89,891.48,98.52,3.0,0.004154,38.2229,38.7702,8.8749,8.3276,18.2685,17.8593
UAV-3-L149,UAV-3,D24,覆盖喷洒段,169.89,891.48,187.33,899.62,19.24,3.0,0.004154,38.7702,38.8771,8.3276,8.2207,17.8593,17.7793
UAV-3-L150,UAV-3,D24,覆盖连接段,187.33,899.62,143.39,884.56,46.44,3.0,0.004154,38.8771,39.1352,8.2207,7.9627,17.7793,17.5864
UAV-3-L151,UAV-3,D24,覆盖喷洒段,143.39,884.56,75.25,852.78,75.19,3.0,0.004154,39.1352,39.5529,7.9627,7.545,17.5864,17.2741
UAV-3-L152,UAV-3,D24,覆盖连接段,75.25,852.78,170.05,896.99,104.61,3.0,0.004154,39.5529,40.134,7.545,6.9638,17.2741,16.8395
UAV-3-L153,UAV-3,D24,覆盖喷洒段,170.05,896.99,184.47,903.71,15.9,3.0,0.004154,40.134,40.2224,6.9638,6.8755,16.8395,16.7735
UAV-3-L154,UAV-3,D24,覆盖连接段,184.47,903.71,143.56,890.06,43.13,3.0,0.004154,40.2224,40.462,6.8755,6.6359,16.7735,16.5943
UAV-3-L155,UAV-3,D24,覆盖喷洒段,143.56,890.06,74.34,857.79,76.37,3.0,0.004154,40.462,40.8863,6.6359,6.2116,16.5943,16.2771
UAV-3-L156,UAV-3,D24,覆盖连接段,74.34,857.79,170.22,902.5,105.79,3.0,0.004154,40.8863,41.474,6.2116,5.6238,16.2771,15.8376
UAV-3-L157,UAV-3,D24,覆盖喷洒段,170.22,902.5,181.22,907.62,12.13,3.0,0.004154,41.474,41.5414,5.6238,5.5564,15.8376,15.7872
UAV-3-L158,UAV-3,D24,覆盖连接段,181.22,907.62,143.72,895.57,39.38,3.0,0.004154,41.5414,41.7602,5.5564,5.3376,15.7872,15.6236
UAV-3-L159,UAV-3,D24,覆盖喷洒段,143.72,895.57,73.84,862.98,77.11,3.0,0.004154,41.7602,42.1886,5.3376,4.9092,15.6236,15.3033
UAV-3-L160,UAV-3,D24,覆盖连接段,73.84,862.98,170.38,908.0,106.53,3.0,0.004154,42.1886,42.7804,4.9092,4.3174,15.3033,14.8607
UAV-3-L161,UAV-3,D24,覆盖喷洒段,170.38,908.0,177.57,911.35,7.93,3.0,0.004154,42.7804,42.8245,4.3174,4.2734,14.8607,14.8278
UAV-3-L162,UAV-3,D24,覆盖连接段,177.57,911.35,143.89,901.07,35.21,3.0,0.004154,42.8245,43.0201,4.2734,4.0777,14.8278,14.6815
UAV-3-L163,UAV-3,D24,覆盖喷洒段,143.89,901.07,73.77,868.38,77.36,3.0,0.004154,43.0201,43.4499,4.0777,3.6479,14.6815,14.3601
UAV-3-L164,UAV-3,D24,覆盖连接段,73.77,868.38,170.55,913.51,106.78,3.0,0.004154,43.4499,44.0432,3.6479,3.0547,14.3601,13.9165
UAV-3-L165,UAV-3,D24,覆盖喷洒段,170.55,913.51,173.46,914.86,3.21,3.0,0.004154,44.0432,44.061,3.0547,3.0368,13.9165,13.9032
UAV-3-L166,UAV-3,D24,覆盖连接段,173.46,914.86,167.08,913.07,6.63,3.0,0.004154,44.061,44.0978,3.0368,3.0,13.9032,13.8757
UAV-3-L167,UAV-3,D24,补给转场-去程,167.08,913.07,244.0,808.8,129.58,6.0,0.0,44.0978,44.4578,3.0,2.6401,13.8757,13.8757
UAV-3-L168,UAV-3,D24,补给转场-返程,244.0,808.8,167.08,913.07,129.58,6.0,0.0,44.4578,44.8177,25.0,24.6401,30.0,30.0
UAV-3-L169,UAV-3,D24,覆盖连接段,167.08,913.07,144.05,906.58,23.92,3.0,0.004154,44.8177,44.9506,24.6401,24.5072,30.0,29.9006
UAV-3-L170,UAV-3,D24,覆盖喷洒段,144.05,906.58,74.22,874.02,77.05,3.0,0.004154,44.9506,45.3787,24.5072,24.0791,29.9006,29.5806
UAV-3-L171,UAV-3,D24,覆盖连接段,74.22,874.02,75.26,879.93,6.0,3.0,0.004154,45.3787,45.412,24.0791,24.0458,29.5806,29.5556
UAV-3-L172,UAV-3,D24,覆盖喷洒段,75.26,879.93,144.22,912.09,76.09,3.0,0.004154,45.412,45.8347,24.0458,23.6231,29.5556,29.2396
UAV-3-L173,UAV-3,D24,覆盖连接段,144.22,912.09,144.38,917.59,5.51,3.0,0.004154,45.8347,45.8653,23.6231,23.5925,29.2396,29.2167
UAV-3-L174,UAV-3,D24,覆盖喷洒段,144.38,917.59,77.02,886.18,74.33,3.0,0.004154,45.8653,46.2783,23.5925,23.1795,29.2167,28.9079
UAV-3-L175,UAV-3,D24,覆盖连接段,77.02,886.18,79.75,892.88,7.24,3.0,0.004154,46.2783,46.3185,23.1795,23.1393,28.9079,28.8778
UAV-3-L176,UAV-3,D24,覆盖喷洒段,79.75,892.88,144.55,923.1,71.49,3.0,0.004154,46.3185,46.7157,23.1393,22.7421,28.8778,28.5808
UAV-3-L177,UAV-3,D24,覆盖连接段,144.55,923.1,142.54,927.59,4.92,3.0,0.004154,46.7157,46.743,22.7421,22.7148,28.5808,28.5604
UAV-3-L178,UAV-3,D24,覆盖喷洒段,142.54,927.59,83.91,900.25,64.69,3.0,0.004154,46.743,47.1024,22.7148,22.3554,28.5604,28.2917
UAV-3-L179,UAV-3,D24,覆盖连接段,83.91,900.25,90.77,908.88,11.03,3.0,0.004154,47.1024,47.1636,22.3554,22.2941,28.2917,28.2459
UAV-3-L180,UAV-3,D24,覆盖喷洒段,90.77,908.88,131.53,927.88,44.97,3.0,0.004154,47.1636,47.4135,22.2941,22.0443,28.2459,28.059
UAV-3-L181,UAV-3,D13,飞行-区域间,131.53,927.88,97.57,708.11,222.38,6.0,0.0,47.4135,48.0312,22.0443,21.4266,28.059,28.059
UAV-3-L182,UAV-3,D13,覆盖喷洒段,97.57,708.11,154.04,734.44,62.3,3.0,0.006761,48.0312,48.3773,21.4266,21.0804,28.059,27.6379
UAV-3-L183,UAV-3,D13,覆盖连接段,154.04,734.44,185.75,749.23,34.99,3.0,0.006761,48.3773,48.5717,21.0804,20.886,27.6379,27.4013
UAV-3-L184,UAV-3,D13,覆盖喷洒段,185.75,749.23,179.07,746.11,7.37,3.0,0.006761,48.5717,48.6127,20.886,20.8451,27.4013,27.3515
UAV-3-L185,UAV-3,D13,覆盖连接段,179.07,746.11,78.9,704.83,108.34,3.0,0.006761,48.6127,49.2146,20.8451,20.2432,27.3515,26.619
UAV-3-L186,UAV-3,D13,覆盖喷洒段,78.9,704.83,153.4,739.57,82.2,3.0,0.006761,49.2146,49.6712,20.2432,19.7865,26.619,26.0633
UAV-3-L187,UAV-3,D13,覆盖连接段,153.4,739.57,184.84,754.23,34.69,3.0,0.006761,49.6712,49.864,19.7865,19.5938,26.0633,25.8288
UAV-3-L188,UAV-3,D13,覆盖喷洒段,184.84,754.23,178.43,751.24,7.07,3.0,0.006761,49.864,49.9033,19.5938,19.5545,25.8288,25.781
UAV-3-L189,UAV-3,D13,覆盖连接段,178.43,751.24,71.48,706.8,115.81,3.0,0.006761,49.9033,50.5467,19.5545,18.9111,25.781,24.998
UAV-3-L190,UAV-3,D13,覆盖喷洒段,71.48,706.8,152.76,744.7,89.68,3.0,0.006761,50.5467,51.0449,18.9111,18.4129,24.998,24.3917
UAV-3-L191,UAV-3,D13,覆盖连接段,152.76,744.7,183.55,759.06,33.97,3.0,0.006761,51.0449,51.2337,18.4129,18.2241,24.3917,24.162
UAV-3-L192,UAV-3,D13,覆盖喷洒段,183.55,759.06,177.79,756.37,6.36,3.0,0.006761,51.2337,51.269,18.2241,18.1888,24.162,24.1191
UAV-3-L193,UAV-3,D13,覆盖连接段,177.79,756.37,68.97,711.06,117.88,3.0,0.006761,51.269,51.9239,18.1888,17.5339,24.1191,23.3221
UAV-3-L194,UAV-3,D13,覆盖喷洒段,68.97,711.06,152.13,749.83,91.76,3.0,0.006761,51.9239,52.4336,17.5339,17.0241,23.3221,22.7018
UAV-3-L195,UAV-3,D13,覆盖连接段,152.13,749.83,181.9,763.72,32.86,3.0,0.006761,52.4336,52.6162,17.0241,16.8416,22.7018,22.4797
UAV-3-L196,UAV-3,D13,覆盖喷洒段,181.9,763.72,177.16,761.51,5.24,3.0,0.006761,52.6162,52.6453,16.8416,16.8125,22.4797,22.4443
UAV-3-L197,UAV-3,D13,覆盖连接段,177.16,761.51,66.82,715.48,119.55,3.0,0.006761,52.6453,53.3094,16.8125,16.1483,22.4443,21.636
UAV-3-L198,UAV-3,D13,覆盖喷洒段,66.82,715.48,151.49,754.96,93.43,3.0,0.006761,53.3094,53.8285,16.1483,15.6293,21.636,21.0044
UAV-3-L199,UAV-3,D13,覆盖连接段,151.49,754.96,179.91,768.22,31.36,3.0,0.006761,53.8285,54.0027,15.6293,15.4551,21.0044,20.7924
UAV-3-L200,UAV-3,D13,覆盖喷洒段,179.91,768.22,176.52,766.64,3.74,3.0,0.006761,54.0027,54.0234,15.4551,15.4343,20.7924,20.7672
UAV-3-L201,UAV-3,D13,覆盖连接段,176.52,766.64,65.01,720.07,120.84,3.0,0.006761,54.0234,54.6948,15.4343,14.763,20.7672,19.9502
UAV-3-L202,UAV-3,D13,覆盖喷洒段,65.01,720.07,150.85,760.1,94.71,3.0,0.006761,54.6948,55.221,14.763,14.2368,19.9502,19.3099
UAV-3-L203,UAV-3,D13,覆盖连接段,150.85,760.1,177.53,772.54,29.44,3.0,0.006761,55.221,55.3845,14.2368,14.0733,19.3099,19.1109
UAV-3-L204,UAV-3,D13,覆盖喷洒段,177.53,772.54,175.88,771.77,1.82,3.0,0.006761,55.3845,55.3946,14.0733,14.0632,19.1109,19.0986
UAV-3-L205,UAV-3,D13,覆盖连接段,175.88,771.77,63.57,724.82,121.73,3.0,0.006761,55.3946,56.0709,14.0632,13.3869,19.0986,18.2756
UAV-3-L206,UAV-3,D13,覆盖喷洒段,63.57,724.82,150.21,765.23,95.61,3.0,0.006761,56.0709,56.6021,13.3869,12.8557,18.2756,17.6293
UAV-3-L207,UAV-3,D13,覆盖连接段,150.21,765.23,149.58,770.36,5.17,3.0,0.006761,56.6021,56.6308,12.8557,12.827,17.6293,17.5943
UAV-3-L208,UAV-3,D13,覆盖喷洒段,149.58,770.36,62.49,729.75,96.09,3.0,0.006761,56.6308,57.1646,12.827,12.2932,17.5943,16.9447
UAV-3-L209,UAV-3,D13,覆盖连接段,62.49,729.75,61.81,734.86,5.15,3.0,0.006761,57.1646,57.1932,12.2932,12.2645,16.9447,16.9098
UAV-3-L210,UAV-3,D13,覆盖喷洒段,61.81,734.86,148.94,775.49,96.14,3.0,0.006761,57.1932,57.7274,12.2645,11.7304,16.9098,16.2599
UAV-3-L211,UAV-3,D13,覆盖连接段,148.94,775.49,148.3,780.62,5.17,3.0,0.006761,57.7274,57.7561,11.7304,11.7017,16.2599,16.2249
UAV-3-L212,UAV-3,D13,覆盖喷洒段,148.3,780.62,61.54,740.17,95.73,3.0,0.006761,57.7561,58.2879,11.7017,11.1699,16.2249,15.5777
UAV-3-L213,UAV-3,D13,覆盖连接段,61.54,740.17,61.76,745.69,5.53,3.0,0.006761,58.2879,58.3186,11.1699,11.1391,15.5777,15.5404
UAV-3-L214,UAV-3,D13,覆盖喷洒段,61.76,745.69,147.67,785.75,94.79,3.0,0.006761,58.3186,58.8453,11.1391,10.6125,15.5404,14.8995
UAV-3-L215,UAV-3,D13,覆盖连接段,147.67,785.75,147.03,790.89,5.17,3.0,0.006761,58.8453,58.874,10.6125,10.5838,14.8995,14.8646
UAV-3-L216,UAV-3,D13,覆盖喷洒段,147.03,790.89,62.5,751.47,93.26,3.0,0.006761,58.874,59.3921,10.5838,10.0656,14.8646,14.234
UAV-3-L217,UAV-3,D13,覆盖连接段,62.5,751.47,63.9,757.55,6.24,3.0,0.006761,59.3921,59.4268,10.0656,10.031,14.234,14.1919
UAV-3-L218,UAV-3,D13,覆盖喷洒段,63.9,757.55,146.39,796.02,91.02,3.0,0.006761,59.4268,59.9325,10.031,9.5253,14.1919,13.5765
UAV-3-L219,UAV-3,D13,覆盖连接段,146.39,796.02,143.18,799.95,5.08,3.0,0.006761,59.9325,59.9607,9.5253,9.4971,13.5765,13.5422
UAV-3-L220,UAV-3,D13,覆盖喷洒段,143.18,799.95,66.11,764.01,85.04,3.0,0.006761,59.9607,60.4331,9.4971,9.0247,13.5422,12.9673
UAV-3-L221,UAV-3,D13,覆盖连接段,66.11,764.01,69.46,771.0,7.76,3.0,0.006761,60.4331,60.4762,9.0247,8.9816,12.9673,12.9148
UAV-3-L222,UAV-3,D13,覆盖喷洒段,69.46,771.0,135.67,801.88,73.05,3.0,0.006761,60.4762,60.8821,8.9816,8.5757,12.9148,12.421
UAV-3-L223,UAV-3,D13,覆盖连接段,135.67,801.88,126.32,802.94,9.41,3.0,0.006761,60.8821,60.9344,8.5757,8.5234,12.421,12.3573
UAV-3-L224,UAV-3,D13,覆盖喷洒段,126.32,802.94,74.65,778.85,57.01,3.0,0.006761,60.9344,61.2511,8.5234,8.2067,12.3573,11.9719
UAV-3-L225,UAV-3,D13,覆盖连接段,74.65,778.85,84.3,788.78,13.84,3.0,0.006761,61.2511,61.3279,8.2067,8.1298,11.9719,11.8784
UAV-3-L226,UAV-3,D13,覆盖喷洒段,84.3,788.78,112.5,801.93,31.12,3.0,0.006761,61.3279,61.5008,8.1298,7.957,11.8784,11.668
UAV-3-L227,UAV-3,UAV-3,返航,112.5,801.93,500.0,465.28,513.31,6.0,0.0,61.5008,62.9267,7.957,6.5311,11.668,11.668
